,AvaTax System Tax Code,AvaTax System Tax Code Description,Additional AvaTax System Tax Code Information,list_tax_code_des,list_tax_code_info,UNSPSC_corresponding_code
2297,SD020901,Data processing - physical output ,,"['process', 'datum', 'output', 'physic']",[],43201416.0
2298,SD020902,Data processing - electronic output,,"['process', 'datum', 'electron', 'output']",[],43201814.0
2299,SD020903,Data - processing - electronic output - for business use,,"['output', 'electron', 'process', 'use', 'datum', 'busin']",[],48101501.0
2300,SD020904,Data - processing - for business use,,"['process', 'datum', 'use', 'busin']",[],48101501.0
2301,SD021100,Data services - storage and retrieval ,Includes remote storage via cloud services.,"['retriev', 'datum', 'storag', 'servic']","['includ', 'cloud', 'servic', 'remot', 'storag', 'via']",48102112.0
2302,SD021101,Data - services - storage and retrieval - for business use,Includes remote storage via cloud services.,"['storag', 'use', 'servic', 'retriev', 'datum', 'busin']","['includ', 'cloud', 'servic', 'remot', 'storag', 'via']",48101541.0
2303,SD036434,Dating services,,"['date', 'servic']",[],48101901.0
2304,SD040100,Collection services,,"['servic', 'collect']",[],49101603.0
2305,SD050000,Delivery / courier (not associated with the sale of tpp),,"['sale', 'deliveri', 'tpp', 'courier', 'associ']",[],
2306,SD086570,Graphic design services,,"['servic', 'graphic', 'design']",[],48101901.0
2307,SD080100,Industrial design services,"This industry comprises establishments primarily engaged in creating and developing designs and specifications that optimize the use, value, and appearance of their products. these services can include the determination of the materials, construction, mechanisms, shape, color, and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal, and efficiency in production, distribution, use, and maintenance. establishments providing automobile or furniture industrial design services or industrial design consulting services are included in this industry.","['servic', 'industri', 'design']","['safeti', 'design', 'engag', 'provid', 'optim', 'includ', 'construct', 'take', 'consult', 'materi', 'establish', 'industri', 'surfac', 'mechan', 'need', 'mainten', 'product', 'industri', 'specif', 'effici', 'consider', 'finish', 'appeal', 'color', 'product', 'characterist', 'distribut', 'compris', 'develop', 'appear', 'creat', 'includ', 'use', 'human', 'market', 'valu', 'primarili', 'automobil', 'servic', 'shape', 'determin', 'furnitur']",48101901.0
2308,SD086571,Graphics production - various mediums; banners or signs ,,"['product', 'medium', 'sign', 'variou', 'banner', 'graphic']",[],
2309,SD110100,Document-preparation,Documentation services,"['document', 'prepar']","['servic', 'document']",50131609.0
2310,SD140000,"Dry cleaning, pressing, drying or laundering",,"['dri', 'launder', 'clean', 'dri', 'press']",[],47111701.0
2311,SD150000,Drafting services,"This industry comprises establishments primarily engaged in drawing detailed layouts, plans, and illustrations of buildings, structures, systems, or components from engineering and architectural specifications.","['draft', 'servic']","['detail', 'structur', 'primarili', 'engag', 'compris', 'layout', 'build', 'compon', 'architectur', 'engin', 'plan', 'specif', 'illustr', 'establish', 'industri', 'system', 'draw']",48101901.0
2312,SE020000,Educational,Private educational services.,['educ'],"['educ', 'servic', 'privat']",
2313,SE030001,Event labor - installation technicians ,,"['technician', 'labor', 'event', 'instal']",[],
2314,SE030002,Event labor - dismantling technicians ,,"['technician', 'labor', 'dismantl', 'event']",[],
2315,SE030003,"Event labor - skilled; electrical, rigging, cabling, wifi connectivity and plumbing ",,"['cabl', 'event', 'electr', 'wifi', 'skill', 'rig', 'connect', 'labor', 'plumb']",[],43202216.0
2316,SE030004,"Event labor - booth hosts/hostesses, presenters, audience gatherers - labor only",,"['hostess', 'present', 'event', 'audienc', 'booth', 'gather', 'host', 'labor']",[],
2317,SE030005,Event supervision - on-site supervisors / floor managers - labor only,,"['manag', 'supervis', 'floor', 'supervisor', 'event', 'site', 'labor']",[],47121603.0
2318,SE030006,"Event logistics - prepare displays for shipment to/from events. includes handling, inspecting and packing displays.",,"['prepar', 'handl', 'logist', 'event', 'includ', 'inspect', 'display', 'shipment', 'pack']",[],50131609.0
2319,SE030007,"Event refurbish / maintain displays - updating or repairing customer-owned displays to fit the customer’s needs. includes materials - such as applying; laminate, graphics, flooring or fixtures.",,"['need', 'custom', 'appli', 'fixtur', 'updat', 'event', 'fit', 'repair', 'refurbish', 'includ', 'floor', 'own', 'display', 'materi', 'lamin', 'graphic', 'maintain']",[],30122002.0
2320,SE030008,Event design - site map and plans / trade show layouts / display or booth layout (digital only - no physical media),,"['digit', 'design', 'layout', 'trade', 'physic', 'map', 'event', 'plan', 'site', 'booth', 'display', 'media', 'show']",[],43231518.0
2321,SE031000,Service contract for use of special equipment - control and discretion on equipment usage maintained by owner,Contract with owner of special equipment where the owner maintains complete control of the equipment and retains discretion over how and when to perform the job.,"['maintain', 'owner', 'discret', 'equip', 'use', 'servic', 'control', 'contract', 'special', 'usag']","['perform', 'complet', 'retain', 'job', 'owner', 'discret', 'equip', 'control', 'contract', 'special', 'maintain']",48101501.0
2322,SE040200,Employment-executive search and placement,Employment-related services that include things such as temporary labor and executive search.,"['placement', 'employ', 'execut', 'search']","['employ', 'execut', 'thing', 'search', 'temporari', 'includ', 'servic', 'relat', 'labor']",
2323,SE040301,Temporary help services - computer-related functions,"This service is in the form of providing employees for computer related functions, such as data processing, etc. also referred to as a ""help supply service,"" this situation exists when the individuals provided to the purchaser are under the supervision of the purchaser, rather than the vendor. this relationship is of a temporary nature and is used to supplement a customer`s regular work force in special situations, such as employee absences, temporary skill shortages, seasonal workloads and special assignments or projects.","['help', 'function', 'temporari', 'comput', 'servic', 'relat']","['assign', 'situat', 'workload', 'provid', 'function', 'also', 'suppli', 'skill', 'exist', 'employe', 'relationship', 'special', 'rather', 'project', 'help', 'forc', 'natur', 'form', 'refer', 'provid', 'purchas', 'comput', 'relat', 'absenc', 'supplement', 'process', 'work', 'regular', 'use', 'datum', 'individu', 'custom', 'supervis', 'etc', 'shortag', 'temporari', 'vendor', 'servic', 'season']",48101901.0
2324,SE050000,Engineering,,['engin'],[],26101501.0
2325,SE050100,Engineering-civil,,"['engin', 'civil']",[],26101501.0
2326,SE050200,Engineering-electrical,,"['engin', 'electr']",[],26101501.0
2327,SE050300,Engineering-mechanical,,"['engin', 'mechan']",[],26101501.0
2328,SE050400,Engineering-other,,['engin'],[],26101501.0
2329,SE066490,Engraving,,['engrav'],[],
2330,SE076498,Security - protection/escort services,,"['secur', 'protect', 'servic', 'escort']",[],48101901.0
2331,SE090000,Extermination,Pest control-related services relative to either commercial or residential real property.,['extermin'],"['residenti', 'rel', 'properti', 'real', 'pest', 'servic', 'control', 'relat', 'either', 'commerci']",
2332,SE100100,Embroidery services with the sale of clothing,,"['embroideri', 'sale', 'servic', 'cloth']",[],48101901.0
2333,SE109350,Embroidery services - not associated with the sale of clothing or other tpp,,"['sale', 'tpp', 'servic', 'embroideri', 'cloth', 'associ']",[],48101901.0
2334,SF010000,Fabrication services,,"['servic', 'fabric']",[],48101901.0
2335,SF072442,Furniture repair - upholstery - fabrication and materials from upholsterer,,"['repair', 'upholsteri', 'materi', 'upholster', 'fabric', 'furnitur']",[],30151503.0
2336,SF072450,Upholstery - fabrication from materials provided,,"['materi', 'upholsteri', 'provid', 'fabric']",[],
2337,SF096362,Food services,,"['servic', 'food']",[],48101901.0
2338,SF096362,Butchering and meat services,,"['servic', 'butcher', 'meat']",[],48101901.0
2339,SF096370,Catering services,,"['servic', 'cater']",[],48101901.0
2340,SF096386,Cooking and food preparation services,,"['prepar', 'cook', 'servic', 'food']",[],50131609.0
2341,SF106514,Flying lessons,,"['lesson', 'fli']",[],
2342,SF086500,Fur services,,"['fur', 'servic']",[],48101901.0
2343,SF086522,Fur repair,,"['fur', 'repair']",[],30181809.0
2344,SF086530,Fur storage,,"['fur', 'storag']",[],43201609.0
2345,SG016250,Site cleanup - waste removal,,"['cleanup', 'remov', 'wast', 'site']",[],11141601.0
2346,SG016962,Recycling services,,"['servic', 'recycl']",[],48101901.0
2347,SG017226,Waste removal,,"['wast', 'remov']",[],11141601.0
2348,SG030000,Gift-wrapping,,"['gift', 'wrap']",[],
2349,SG030100,"Gift-wrapping service, optional, associated with the sale of tpp",,"['sale', 'tpp', 'gift', 'servic', 'wrap', 'option', 'associ']",[],48101901.0
2350,SG030200,"Gift-wrapping service, not associated with the sale of tpp",,"['sale', 'tpp', 'gift', 'servic', 'wrap', 'associ']",[],48101901.0
2351,SG046800,Guide services,,"['guid', 'servic']",[],48101901.0
2352,SG046826,Outdoors guide services,,"['guid', 'servic', 'outdoor']",[],48101901.0
2353,SH020400,Health care-medical,Health care-related services.,"['medic', 'health', 'care']","['servic', 'health', 'relat', 'care']",42142306.0
2354,SH026466,Drug testing services,,"['test', 'servic', 'drug']",[],
2355,SH026626,Home health care services,,"['servic', 'health', 'care', 'home']",[],48101901.0
2356,SI010001,Canned information services - sold in tangible form,"The services of collecting, compiling or analyzing information of any kind or nature and furnishing reports thereof to other persons. these reports are generally not produced for an provided for and exclusively to a single user. reports are furnished in tangible form such as a disk or cd.","['form', 'inform', 'tangibl', 'servic', 'sold', 'can']","['thereof', 'cd', 'furnish', 'user', 'collect', 'natur', 'form', 'kind', 'tangibl', 'provid', 'person', 'compil', 'report', 'analyz', 'disk', 'exclus', 'furnish', 'produc', 'inform', 'servic', 'gener', 'singl']",48101901.0
2357,SI016642,Information services,,"['inform', 'servic']",[],48101901.0
2358,SI016643,Information services - for business use,,"['busin', 'inform', 'use', 'servic']",[],48101501.0
2359,SI010002,Canned information services - delivered electronically,"The services of collecting, compiling or analyzing information of any kind or nature and furnishing reports thereof to other persons. these reports are generally not produced for and provided for and exclusively to a single user. reports are delivered electronically.","['inform', 'deliv', 'servic', 'electron', 'can']","['thereof', 'furnish', 'user', 'collect', 'natur', 'kind', 'provid', 'person', 'compil', 'report', 'analyz', 'exclus', 'electron', 'produc', 'inform', 'deliv', 'servic', 'gener', 'singl']",43233501.0
2360,SI010003,Custom information services - sold in tangible form,"The services of collecting, compiling, or analyzing information of any kind or nature and furnishing of information to a person of a personal or individual nature that is not or may not be substantially incorporated in reports furnished to other persons. the true object of the transaction is the information contained in the reports, and not the reports themselves. reports are delivered in tangible form such as a disk or cd.","['form', 'inform', 'tangibl', 'custom', 'servic', 'sold']","['cd', 'furnish', 'may', 'collect', 'natur', 'form', 'kind', 'tangibl', 'person', 'compil', 'report', 'analyz', 'disk', 'transact', 'object', 'furnish', 'true', 'individu', 'contain', 'inform', 'deliv', 'incorpor', 'substanti', 'servic', 'person']",48111306.0
2361,SI010004,Custom information services - delivered electronically,"The services of collecting, compiling, or analyzing information of any kind or nature and furnishing of information to a person of a personal or individual nature that is not or may not be substantially incorporated in reports furnished to other persons. the true object of the transaction is the information contained in the reports, and not the reports themselves. reports are delivered electronically.","['inform', 'deliv', 'custom', 'servic', 'electron']","['furnish', 'may', 'collect', 'natur', 'kind', 'person', 'compil', 'report', 'analyz', 'transact', 'object', 'furnish', 'true', 'electron', 'individu', 'contain', 'inform', 'deliv', 'incorpor', 'substanti', 'servic', 'person']",43233501.0
2362,SI010005,Canned information services - delivered electronically - for business use,"The services of collecting, compiling or analyzing information of any kind or nature and furnishing reports thereof to other persons. these reports are generally not produced for and provided for and exclusively to a single user. reports are delivered electronically.","['inform', 'deliv', 'use', 'servic', 'electron', 'busin', 'can']","['thereof', 'furnish', 'user', 'collect', 'natur', 'kind', 'provid', 'person', 'compil', 'report', 'analyz', 'exclus', 'electron', 'produc', 'inform', 'deliv', 'servic', 'gener', 'singl']",48101501.0
2363,SI020000,Installation,,['instal'],[],
2364,SI020100,Installation-associated with the sale of tpp (equipment/parts and labor) - separately stated,Separately stated installation services that are included with the sale of equipment and/or parts.,"['sale', 'state', 'tpp', 'equip', 'part', 'separ', 'labor', 'associ', 'instal']","['sale', 'state', 'includ', 'equip', 'servic', 'part', 'separ', 'instal']",49141604.0
2365,SI020200,Installation-not associated with the sale of tpp (labor only),Labor-only services. the installer is the consumer of any parts consumed in performing the service.,"['sale', 'tpp', 'labor', 'associ', 'instal']","['instal', 'servic', 'part', 'consum', 'perform', 'consum', 'labor']",
2366,SI026666,Installation services separately stated - item installed becomes real property after installation,,"['item', 'properti', 'becom', 'state', 'real', 'instal', 'servic', 'separ', 'instal']",[],48101901.0
2367,SI026665,Installation services separately stated - item installed becomes real property after installation (capital improvement),,"['item', 'properti', 'becom', 'state', 'capit', 'real', 'instal', 'servic', 'separ', 'improv', 'instal']",[],48101901.0
2368,SI026667,Installation services separately stated - first-time installation into a new construction; item becomes part of real property (capital improvement),,"['item', 'properti', 'becom', 'new', 'state', 'capit', 'first', 'time', 'real', 'construct', 'servic', 'part', 'separ', 'improv', 'instal']",[],48111106.0
2369,SI026668,Installation services separately stated - first-time installation into a new commercial structure; item becomes part of real property (capital improvement),,"['structur', 'item', 'properti', 'becom', 'new', 'state', 'capit', 'first', 'time', 'real', 'servic', 'part', 'separ', 'improv', 'commerci', 'instal']",[],48101618.0
2370,SI026669,Installation services separately stated - first-time installation into a new residential structure; item becomes part of real property (capital improvement),,"['structur', 'item', 'properti', 'becom', 'new', 'state', 'capit', 'first', 'time', 'real', 'servic', 'part', 'separ', 'improv', 'residenti', 'instal']",[],48111106.0
2371,SI046674,Interior design services,,"['servic', 'interior', 'design']",[],48101901.0
2372,SI060000,Internet access,Internet access fees charged by service providers.,"['internet', 'acc']","['charg', 'provid', 'servic', 'acc', 'fee', 'internet']",
2373,SI080000,It monitoring services,"Computer network monitoring services: web-based monitoring service on it infrastructure providing services which may include (but not limited to) monitoring server performance, fault detection, system backups, printer, batch and e-mail queues monitoring, permission management, patch management, firewall management, problem resolution, and phone support.","['servic', 'monitor']","['mail', 'monitor', 'provid', 'phone', 'may', 'server', 'problem', 'web', 'support', 'network', 'resolut', 'limit', 'comput', 'batch', 'perform', 'firewal', 'includ', 'system', 'infrastructur', 'patch', 'permiss', 'manag', 'backup', 'servic', 'fault', 'detect', 'base', 'queue', 'e', 'printer']",48101901.0
2374,SI080001,It monitoring services - for business use,"Computer network monitoring services: web-based monitoring service on it infrastructure providing services which may include (but not limited to) monitoring server performance, fault detection, system backups, printer, batch and e-mail queues monitoring, permission management, patch management, firewall management, problem resolution, and phone support.","['busin', 'use', 'servic', 'monitor']","['mail', 'monitor', 'provid', 'phone', 'may', 'server', 'problem', 'web', 'support', 'network', 'resolut', 'limit', 'comput', 'batch', 'perform', 'firewal', 'includ', 'system', 'infrastructur', 'patch', 'permiss', 'manag', 'backup', 'servic', 'fault', 'detect', 'base', 'queue', 'e', 'printer']",48101501.0
2375,SI086690,It services,It support services,['servic'],"['support', 'servic']",48101901.0
2376,SJ010000,Janitorial,,['janitori'],[],
2377,SJ010100,Janitorial-non residential,,"['non', 'residenti', 'janitori']",[],25173802.0
2378,SJ010300,Janitorial-residential,,"['residenti', 'janitori']",[],
2379,SL006714,Lab testing services,,"['test', 'servic', 'lab']",[],48101901.0
2380,SL020159,Landscaping services,,"['landscap', 'servic']",[],48101901.0
2381,SL026730,Landscaping - lawn care services,,"['landscap', 'lawn', 'servic', 'care']",[],48101901.0
2382,SL027170,Tree trimming services,,"['servic', 'tree', 'trim']",[],48101901.0
2383,SL060100,Legal services - in-person services,"Includes in-person legal services such as in a firm or office by lawyers or attorneys (i.e. counselors-at-law) primarily engaged in the practice of law. establishments in this industry may provide expertise in a range or in specific areas of law, such as criminal law, corporate law, family and estate law, patent law, real estate law, or tax law.","['legal', 'servic', 'person']","['engag', 'may', 'real', 'lawyer', 'establish', 'industri', 'legal', 'estat', 'corpor', 'person', 'practic', 'attorney', 'offic', 'firm', 'ie', 'provid', 'crimin', 'includ', 'counselor', 'expertis', 'patent', 'law', 'primarili', 'famili', 'specif', 'servic', 'tax', 'rang', 'area']",48101901.0
2384,SL060200,Legal services - online services,Includes online legal services such as legalzoom that provides legal advice to individuals or businesses for a variety of personal or professional legal matters.,"['legal', 'servic', 'onlin']","['profession', 'legal', 'varieti', 'matter', 'onlin', 'advic', 'legalzoom', 'provid', 'busi', 'includ', 'servic', 'individu', 'person']",48101901.0
2385,SL060300,Notary public services,"Services to administer oaths and affirmations, take affidavits and statutory declarations, witness and authenticate the execution of certain classes of documents, take acknowledgements of deeds and other conveyances, etc.","['notari', 'servic', 'public']","['declar', 'take', 'execut', 'affidavit', 'acknowledg', 'administ', 'document', 'statutori', 'etc', 'deed', 'class', 'oath', 'convey', 'affirm', 'servic', 'certain', 'authent', 'witn']",48101901.0
2386,SL060310,Patent agent services (i.e. patent filing and searching services),"Includes investor representation, patent drafting and filing, preparation of drawings, patent prosecution, patent searching, international filing, etc. a patent agent is not an attorney and does not represent clients in courts.","['search', 'ie', 'servic', 'agent', 'file', 'patent']","['attorney', 'investor', 'search', 'prepar', 'draft', 'prosecut', 'etc', 'represent', 'includ', 'intern', 'client', 'repres', 'court', 'agent', 'file', 'draw', 'patent']",48101901.0
2387,SL060320,Paralegal services,"Paralegal services involves the assisting of lawyers and attorneys, and commonly includes document preparation, legal correspondence, understanding of electronic filing systems, assisting in preparing for trial, etc.","['paraleg', 'servic']","['involf', 'paraleg', 'document', 'lawyer', 'file', 'legal', 'understand', 'commonli', 'attorney', 'prepar', 'electron', 'assist', 'includ', 'correspond', 'trial', 'system', 'prepar', 'etc', 'servic']",48101901.0
2388,SL060330,Process serving services,"Process serving services includes the serving of legal documents to defendants involved in court cases, as well as retrieves and files court documents.","['proce', 'servic', 'serv']","['defend', 'legal', 'well', 'file', 'document', 'proce', 'includ', 'servic', 'serv', 'court', 'case', 'retriev', 'involv']",48101906.0
2389,SL066754,Lobbying services,,"['lobbi', 'servic']",[],48101901.0
2390,SM016778,Mailing services - preparation of items to be mailed,A mailing service prepares items to be mailed. a mailing service does not create or print the item being mailed.,"['item', 'prepar', 'mail', 'servic', 'mail']","['item', 'prepar', 'mail', 'print', 'servic', 'creat', 'mail']",44102102.0
2391,SM016780,Mailbox occupancy - rental of a mailbox,,"['occup', 'mailbox', 'rental']",[],
2392,SM016781,Facsimile service - charges for sending and receiving faxes,,"['charg', 'send', 'receiv', 'facsimil', 'servic', 'fax']",[],48101901.0
2393,SM016782,Packaging service - prepare customer goods (purchased elsewhere) for transport - does not include packing materials,Service provider charges separately for packing materials,"['good', 'custom', 'prepar', 'packag', 'transport', 'includ', 'servic', 'materi', 'elsewher', 'purchas', 'pack']","['charg', 'provid', 'servic', 'separ', 'materi', 'pack']",48102112.0
2394,SM020200,Optional maintenance agreements related to the sale of tangible personal property,,"['sale', 'properti', 'mainten', 'tangibl', 'agreement', 'relat', 'option', 'person']",[],42131615.0
2395,SM020400,Mandatory maintenance agreements related to the sale of tangible personal property,,"['sale', 'properti', 'mainten', 'tangibl', 'mandatori', 'agreement', 'relat', 'person']",[],42131615.0
2396,SM050200,Massage-performed by a unlicensed massage therapist,Massage services performed by an unlicensed therapist.,"['unlicens', 'therapist', 'massag', 'perform']","['massag', 'therapist', 'unlicens', 'servic', 'perform']",
2397,SM060000,Motorcycle / atv services,"Services performed on motorcycles/atvs which include repair, installation, towing etc.","['motorcycl', 'servic', 'atv']","['repair', 'atv', 'etc', 'tow', 'includ', 'motorcycl', 'servic', 'perform', 'instal']",48101901.0
2398,SM060400,Motorcycle / atv-installation - associated with the sale of tpp,,"['sale', 'atv', 'tpp', 'motorcycl', 'associ', 'instal']",[],
2399,SM060500,Motorcycle / atv-installation - not associated with the sale of tpp,,"['sale', 'atv', 'tpp', 'motorcycl', 'associ', 'instal']",[],
2400,SM060700,Motorcycle / atv-repair,,"['motorcycl', 'repair', 'atv']",[],30181809.0
2401,SM076818,Moving services,,"['servic', 'move']",[],48101901.0
2402,SM146794,Marketing research services,,"['servic', 'market', 'research']",[],48101901.0
2403,SM146802,Marketing services,,"['servic', 'market']",[],48101901.0
2404,SM150000,Media representative services,This industry comprises establishments of independent representatives primarily engaged in selling media time or space for media owners.,"['servic', 'media', 'repres']","['sell', 'space', 'repres', 'primarili', 'engag', 'compris', 'owner', 'independ', 'time', 'establish', 'industri', 'media']",48101901.0
2405,SP010000,Parking,,['park'],[],
2406,SP036858,Personal training services,,"['train', 'servic', 'person']",[],48101901.0
2407,SP040000,Pest control services,,"['servic', 'pest', 'control']",[],48101901.0
2408,SP060000,Photography services,,"['servic', 'photographi']",[],48101901.0
2409,SP076882,Plumbing services - commercial real property,,"['properti', 'plumb', 'real', 'servic', 'commerci']",[],48101501.0
2410,SP076890,Plumbing services - residential real property,,"['properti', 'real', 'servic', 'residenti', 'plumb']",[],48101901.0
2411,SR060000,Repair (other),"Repair services associated with either tangible personal property (tpp) or real property. repair services can include services and separately stated parts, or services only.",['repair'],"['repair', 'properti', 'state', 'tangibl', 'tpp', 'real', 'includ', 'servic', 'part', 'separ', 'either', 'associ', 'person']",30181809.0
2412,SR060101,Repair (other)-performed on tpp (equipment/parts and labor) - separately stated charges,,"['repair', 'charg', 'state', 'tpp', 'equip', 'part', 'separ', 'labor', 'perform']",[],49121506.0
2413,SR060201,Repair (other)-performed on tpp (labor only charges),,"['repair', 'charg', 'tpp', 'labor', 'perform']",[],30181809.0
2414,SR060100,Repair (other)-performed on tpp (equipment/parts and labor) - separately stated,Repair services where tpp is used and separately stated on the bill.,"['repair', 'state', 'tpp', 'equip', 'part', 'separ', 'labor', 'perform']","['repair', 'state', 'tpp', 'bill', 'servic', 'use', 'separ']",49121506.0
2415,SR060200,Repair (other)-performed on tpp (labor only),Repair services only.,"['labor', 'repair', 'tpp', 'perform']","['servic', 'repair']",30181809.0
2416,SR066978,Repair labor with insignificant material - lump sum bill,,"['repair', 'bill', 'insignific', 'materi', 'sum', 'lump', 'labor']",[],30122001.0
2417,SR066986,Repair labor with materials of insignificant value - itemized bill,,"['repair', 'item', 'bill', 'insignific', 'materi', 'labor', 'valu']",[],30122001.0
2418,SR067002,Repair labor with significant material - lump sum bill,,"['signific', 'repair', 'bill', 'materi', 'sum', 'lump', 'labor']",[],30122001.0
2419,SR067003,Repair of tpp performed under a maintenance contract (not residential service contracts),,"['repair', 'mainten', 'tpp', 'servic', 'contract', 'residenti', 'perform']",[],30181809.0
2420,SR067004,Repair of tpp performed under a residential maintenance or service contract,,"['repair', 'mainten', 'tpp', 'servic', 'contract', 'residenti', 'perform']",[],30181809.0
2421,SP102800,Screen printing,,"['screen', 'print']",[],45101506.0
2422,SP140000,Professional services ,Professional services are generally viewed as services that are comprised of a high level of knowledge and expertise by the service provider. this code could be considered if other specific system tax codes are not applicable.,"['profession', 'servic']","['profession', 'expertis', 'knowledg', 'compris', 'view', 'specif', 'applic', 'provid', 'could', 'servic', 'gener', 'level', 'system', 'consid', 'tax', 'code', 'high']",48101901.0
2423,SP106394,Publishing/printing - copying services,,"['publish', 'print', 'servic', 'copi']",[],48101901.0
2424,SP106914,Printing services,,"['print', 'servic']",[],48101901.0
2425,SP156226,Project management services,,"['project', 'manag', 'servic']",[],48111306.0
2426,SP186834,Parking lot painting,,"['lot', 'paint', 'park']",[],31143201.0
2427,SR087010,Research and development services,,"['servic', 'develop', 'research']",[],48101901.0
2428,SS010100,Scanning services – services only – no transfer of tpp,,"['transfer', 'servic', 'scan', 'tpp']",[],48101901.0
2429,SS010101,Scanning services – service and tpp transferred to customer,,"['custom', 'scan', 'tpp', 'servic', 'transfer']",[],48111306.0
2430,SS020000,Satellite,Tv digital satellite services.,['satellit'],"['digit', 'tv', 'servic', 'satellit']",
2431,SS040000,Security,"Security-related services that could include patrol guards, private body guards, private investigations, electronic monitoring etc.",['secur'],"['investig', 'electron', 'privat', 'monitor', 'secur', 'etc', 'guard', 'includ', 'could', 'servic', 'relat', 'patrol', 'bodi']",46101502.0
2432,SS040200,Security-body guard,,"['secur', 'guard', 'bodi']",[],46171516.0
2433,SS040300,Security services-electronic monitoring,,"['secur', 'servic', 'electron', 'monitor']",[],48101901.0
2434,SS040400,Security-personnel,,"['secur', 'personnel']",[],46101502.0
2435,SS040500,Security-private investigations,,"['secur', 'investig', 'privat']",[],46101502.0
2436,SS046322,Armored car services,,"['armor', 'car', 'servic']",[],48101901.0
2437,SS046330,Background checks,,"['check', 'background']",[],
2438,SS046634,Identity theft services,,"['theft', 'servic', 'ident']",[],48101901.0
2439,SS050200,(optional) - associated with the sale of tpp,,"['sale', 'option', 'tpp', 'associ']",[],
2440,SS050400,Service contract - (not optional) - associated with the sale of tpp,,"['sale', 'tpp', 'servic', 'contract', 'option', 'associ']",[],48101901.0
2441,SS066906,Portable toilet services,Periodic maintenance services sold with rental of portable toilets. services are not stand-alone.,"['servic', 'toilet', 'portabl']","['mainten', 'stand', 'alon', 'period', 'toilet', 'portabl', 'servic', 'rental', 'sold']",48101901.0
2442,SS087058,Sign painting services - real property,Sign painting services performed on real property,"['properti', 'paint', 'sign', 'real', 'servic']","['paint', 'properti', 'sign', 'real', 'servic', 'perform']",48101901.0
2443,SS087066,Sign painting services - tangible personal property,Sign painting services performed on tangible personal property.,"['paint', 'properti', 'sign', 'tangibl', 'servic', 'person']","['paint', 'properti', 'sign', 'tangibl', 'servic', 'perform', 'person']",48101901.0
2444,SS127090,Stenographic services,,"['stenograph', 'servic']",[],48101901.0
2445,SS130000,Storage services,"Services to provide a space (e.g. a room, units, compartment, or container) to store tangible personal property (but not related to the sale of tpp) that is designated for the use of a customer where the customer can store and retrieve property and the customer has free access to the space. this does not include the rental of an entire building such as a warehouse.","['storag', 'servic']","['sale', 'contain', 'tpp', 'entir', 'unit', 'tangibl', 'relat', 'rental', 'compart', 'room', 'space', 'eg', 'properti', 'store', 'provid', 'includ', 'use', 'free', 'design', 'custom', 'build', 'servic', 'acc', 'warehous', 'retriev', 'person']",48102112.0
2446,SS140100,Geophysical surveying and mapping services,"This industry comprises establishments primarily engaged in gathering, interpreting, and mapping geophysical data. establishments in this industry often specialize in locating and measuring the extent of subsurface resources, such as oil, gas, and minerals, but they may also conduct surveys for engineering purposes. establishments in this industry use a variety of surveying techniques depending on the purpose of the survey, including magnetic surveys, gravity surveys, seismic surveys, or electrical and electromagnetic surveys.","['servic', 'survey', 'geophys', 'map']","['varieti', 'map', 'engag', 'survey', 'also', 'may', 'magnet', 'survey', 'special', 'establish', 'purpos', 'industri', 'locat', 'includ', 'depend', 'seismic', 'ga', 'engin', 'gather', 'electromagnet', 'geophys', 'extent', 'interpret', 'compris', 'use', 'conduct', 'oil', 'measur', 'resourc', 'datum', 'subsurfac', 'primarili', 'often', 'techniqu', 'miner', 'electr', 'graviti']",48101901.0
2447,SS140200,Surveying and mapping (except geophysical) services,"This industry comprises establishments primarily engaged in performing surveying and mapping services of the surface of the earth, including the sea floor. these services may include surveying and mapping of areas above or below the surface of the earth, such as the creation of view easements or segregating rights in parcels of land by creating underground utility easements.","['geophys', 'map', 'survey', 'except', 'servic']","['map', 'engag', 'survey', 'may', 'perform', 'surfac', 'establish', 'industri', 'parcel', 'land', 'creation', 'includ', 'segreg', 'right', 'view', 'underground', 'earth', 'easement', 'compris', 'floor', 'creat', 'includ', 'sea', 'primarili', 'servic', 'util', 'area']",48101901.0
2448,SS186898,Pool cleaning services,,"['clean', 'servic', 'pool']",[],48101901.0
2449,SS197074,Snow removal services -performed on property grounds - excludes snow removal from atop structures,,"['snow', 'structur', 'atop', 'properti', 'ground', 'exclud', 'remov', 'servic', 'perform']",[],48101901.0
2450,SS227026,Sales services,Services performed by sales agents.,"['sale', 'servic']","['sale', 'agent', 'servic', 'perform']",48101901.0
2451,ST017098,Tanning salon services,,"['tan', 'servic', 'salon']",[],48101901.0
2452,ST027106,Tattoo services,,"['servic', 'tattoo']",[],48101901.0
2453,ST037114,Taxidermy,,['taxidermi'],[],
2454,ST040100,Technical support (not part of a maintenance agreement)-phone,Technical support services that are not associated with computer software and are generally available for a per hour or per instance fee. this is a service only and no tpp is transferred.,"['support', 'technic', 'mainten', 'agreement', 'part', 'phone']","['support', 'technic', 'per', 'softwar', 'avail', 'tpp', 'instanc', 'comput', 'servic', 'gener', 'transfer', 'fee', 'hour', 'associ']",25191502.0
